"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SMARCA21",2.04076796110233e-29,0.278047784029025,0.468,0.351,6.12230388330698e-26,"3","SMARCA2"
"CERS41",3.54275171334744e-29,0.556123058537434,0.537,0.415,1.06282551400423e-25,"3","CERS4"
"AIDA1",5.10300500722749e-29,1.9129029098067,0.564,0.439,1.53090150216825e-25,"3","AIDA"
"DIO1",5.4392441248917e-29,1.71899570653081,0.186,0.259,1.63177323746751e-25,"3","DIO1"
"TPRG1",7.20726242519543e-29,1.03404745615125,0.257,0.171,2.16217872755863e-25,"3","TPRG1"
"OPHN11",1.08202045929662e-28,0.28327176761921,0.342,0.427,3.24606137788987e-25,"3","OPHN1"
"PVT1",1.53983894672825e-28,0.39334277688379,0.576,0.455,4.61951684018474e-25,"3","PVT1"
"GRIP11",1.57996662034193e-28,1.35063908243517,0.305,0.296,4.73989986102579e-25,"3","GRIP1"
"WDR351",1.72738658417228e-28,1.02802106727169,0.386,0.358,5.18215975251684e-25,"3","WDR35"
"SLC30A41",1.84487209413861e-28,1.15609053432735,0.525,0.412,5.53461628241583e-25,"3","SLC30A4"
"PIK3R11",4.02229197373661e-28,2.81098250937593,0.532,0.397,1.20668759212098e-24,"3","PIK3R1"
"CDC42BPA",4.59044554229607e-28,1.62601785716989,0.331,0.442,1.37713366268882e-24,"3","CDC42BPA"
"COLQ",7.89458856074115e-28,4.91393868864625,0.264,0.187,2.36837656822234e-24,"3","COLQ"
"ENO2",1.04618530209151e-27,3.01947221958558,0.409,0.202,3.13855590627452e-24,"3","ENO2"
"SRGAP3",1.08635958373389e-27,0.492937705210095,0.418,0.367,3.25907875120167e-24,"3","SRGAP3"
"SNHG7",1.11844323335126e-27,0.640390436061695,0.433,0.379,3.35532970005377e-24,"3","SNHG7"
"ENSG00000290620",1.2377550325743e-27,1.56824299767075,0.295,0.14,3.71326509772291e-24,"3","ENSG00000290620"
"ZNF84",1.53140123628938e-27,0.500350828656198,0.504,0.399,4.59420370886813e-24,"3","ZNF84"
"FMNL2",2.49755527229455e-27,3.76638506245971,0.403,0.272,7.49266581688366e-24,"3","FMNL2"
"RASA2",2.77260733041162e-27,1.14404782934401,0.394,0.376,8.31782199123485e-24,"3","RASA2"
"ENSG00000290560",5.33192092926051e-27,1.32277326841408,0.444,0.367,1.59957627877815e-23,"3","ENSG00000290560"
"ERC11",6.4278587486443e-27,1.11439506472019,0.555,0.429,1.92835762459329e-23,"3","ERC1"
"CNIH31",1.70819073633824e-26,0.499671266289656,0.274,0.287,5.12457220901473e-23,"3","CNIH3"
"VGLL4",9.0448479539892e-26,0.565982026739386,0.566,0.455,2.71345438619676e-22,"3","VGLL4"
"ENDOD11",1.3595416529168e-25,3.17100531845921,0.392,0.351,4.07862495875039e-22,"3","ENDOD1"
"TTC171",1.67227008417169e-25,0.459342090648474,0.542,0.423,5.01681025251507e-22,"3","TTC17"
"EFCAB2",1.69937807095791e-25,0.603279422812171,0.321,0.336,5.09813421287374e-22,"3","EFCAB2"
"CARD18",1.961452131297e-25,0.327628122993336,0.258,0.205,5.88435639389101e-22,"3","CARD18"
"ANKRD37",2.23604340593519e-25,2.64392247560602,0.313,0.163,6.70813021780557e-22,"3","ANKRD37"
"DTNA",4.1567165098154e-25,2.08487625623543,0.521,0.356,1.24701495294462e-21,"3","DTNA"
"ABCC5",4.59084534189874e-25,1.17949366517085,0.493,0.421,1.37725360256962e-21,"3","ABCC5"
"FAM117B1",4.95953368948805e-25,0.898523556333831,0.486,0.372,1.48786010684642e-21,"3","FAM117B"
"TBL1XR11",5.84625056742342e-25,0.872681725106369,0.562,0.434,1.75387517022703e-21,"3","TBL1XR1"
"PHYKPL1",1.15693641592379e-24,0.484670226063393,0.568,0.447,3.47080924777136e-21,"3","PHYKPL"
"MSH4",2.6910036023066e-24,0.849107077283442,0.303,0.133,8.0730108069198e-21,"3","MSH4"
"NEDD4L",3.42181638088003e-24,0.429936585601705,0.521,0.41,1.02654491426401e-20,"3","NEDD4L"
"ENSG00000249392",3.9360763814879e-24,2.49138443043238,0.423,0.357,1.18082291444637e-20,"3","ENSG00000249392"
"RPL62",3.99327531829631e-24,0.506262232985407,0.56,0.46,1.19798259548889e-20,"3","RPL6"
"TRMT11",4.36151811147325e-24,0.326349356652456,0.502,0.408,1.30845543344197e-20,"3","TRMT11"
"PLOD1",4.5022587970885e-24,5.79367831272436,0.531,0.312,1.35067763912655e-20,"3","PLOD1"
"TAX1BP1",1.26648640136894e-23,0.360275350216687,0.369,0.449,3.79945920410683e-20,"3","TAX1BP1"
"FDPS",1.35928305874946e-23,3.40282569195097,0.348,0.435,4.07784917624837e-20,"3","FDPS"
"AGBL41",1.66222358118437e-23,1.68182182439499,0.395,0.313,4.98667074355312e-20,"3","AGBL4"
"CCDC591",2.18511007875748e-23,0.353179342380328,0.53,0.424,6.55533023627245e-20,"3","CCDC59"
"ZMAT31",2.3237141514501e-23,0.987943970026933,0.269,0.308,6.97114245435031e-20,"3","ZMAT3"
"COMMD101",3.35443084897208e-23,0.604503374474867,0.523,0.434,1.00632925469162e-19,"3","COMMD10"
"CEP85L",4.1278527868029e-23,1.82879790752268,0.222,0.253,1.23835583604087e-19,"3","CEP85L"
"ENSG000002285661",4.81537588243962e-23,0.676236461963726,0.356,0.262,1.44461276473189e-19,"3","ENSG00000228566"
"LLGL2",5.62007026769973e-23,0.751943985143853,0.542,0.438,1.68602108030992e-19,"3","LLGL2"
"PLCB41",6.9167622001826e-23,1.49859234364412,0.5,0.398,2.07502866005478e-19,"3","PLCB4"
"ZBTB20",7.63132177410906e-23,0.279495156015288,0.511,0.404,2.28939653223272e-19,"3","ZBTB20"
"NR2F2-AS11",8.85793066068469e-23,1.15076221945034,0.472,0.194,2.65737919820541e-19,"3","NR2F2-AS1"
"CDK191",9.2257352947986e-23,1.57467399328465,0.544,0.416,2.76772058843958e-19,"3","CDK19"
"ZC3H6",9.83337271560316e-23,1.45508428932198,0.443,0.401,2.95001181468095e-19,"3","ZC3H6"
"EEF22",9.90542720416583e-23,0.661004943132229,0.597,0.485,2.97162816124975e-19,"3","EEF2"
"GCC2-AS1",1.22514146105884e-22,0.852645932943239,0.26,0.194,3.67542438317652e-19,"3","GCC2-AS1"
"RPL342",1.25192657732771e-22,0.621550324546146,0.577,0.472,3.75577973198312e-19,"3","RPL34"
"KLHL241",1.58834393850386e-22,1.26873553707494,0.391,0.319,4.76503181551159e-19,"3","KLHL24"
"OXA1L-DT",2.3465462930412e-22,1.52714857066274,0.347,0.343,7.03963887912359e-19,"3","OXA1L-DT"
"GATA21",2.43748166486294e-22,2.19872746029172,0.542,0.425,7.31244499458883e-19,"3","GATA2"
"ITSN1",2.6395765356029e-22,0.363128925190182,0.426,0.413,7.9187296068087e-19,"3","ITSN1"
"ODC11",3.73336262228061e-22,3.21161268904365,0.343,0.442,1.12000878668418e-18,"3","ODC1"
"CCDC91",3.84428161375012e-22,1.50967059156971,0.531,0.426,1.15328448412503e-18,"3","CCDC91"
"DOCK4",4.02680448005413e-22,5.81896792713431,0.362,0.364,1.20804134401624e-18,"3","DOCK4"
"ALDH2",4.25212473263138e-22,6.13454958781178,0.496,0.423,1.27563741978941e-18,"3","ALDH2"
"ENSG000002269651",4.56897974080328e-22,1.40384228010118,0.213,0.273,1.37069392224098e-18,"3","ENSG00000226965"
"UGT2B171",5.75525278402725e-22,0.339197821148089,0.268,0.246,1.72657583520818e-18,"3","UGT2B17"
"GPM6A",1.04059575301625e-21,0.454054557644628,0.275,0.125,3.12178725904876e-18,"3","GPM6A"
"TXNIP",1.07418667552473e-21,1.93286372930853,0.547,0.426,3.2225600265742e-18,"3","TXNIP"
"HIF1A-AS3",1.86627406163971e-21,4.43365944869577,0.475,0.136,5.59882218491913e-18,"3","HIF1A-AS3"
"HSPA5",1.87707135604427e-21,1.73017729668197,0.53,0.419,5.63121406813282e-18,"3","HSPA5"
"PPP2R2C1",2.12199822272286e-21,0.583874351767431,0.299,0.292,6.36599466816858e-18,"3","PPP2R2C"
"HOMER1",2.3571928249664e-21,0.920249570185512,0.45,0.411,7.0715784748992e-18,"3","HOMER1"
"DGKH1",2.99002897143459e-21,3.18277265021227,0.241,0.298,8.97008691430377e-18,"3","DGKH"
"WNK21",5.80880499117976e-21,1.13350215971495,0.488,0.399,1.74264149735393e-17,"3","WNK2"
"LINC02649",8.05849747632785e-21,3.90236185783756,0.421,0.119,2.41754924289835e-17,"3","LINC02649"
"ENSG000002540241",8.3790753462363e-21,1.98991795828182,0.332,0.363,2.51372260387089e-17,"3","ENSG00000254024"
"ENSG00000287352",9.17121215625854e-21,0.85362530462912,0.328,0.146,2.75136364687756e-17,"3","ENSG00000287352"
"LINC00960",2.28912469599881e-20,1.96502352662833,0.439,0.39,6.86737408799644e-17,"3","LINC00960"
"NAV11",3.30770139213807e-20,2.76042811201009,0.445,0.344,9.9231041764142e-17,"3","NAV1"
"MT1X",3.68668658870691e-20,2.71221211117813,0.54,0.399,1.10600597661207e-16,"3","MT1X"
"HIVEP31",5.53163301446834e-20,1.21962045147054,0.484,0.408,1.6594899043405e-16,"3","HIVEP3"
"COLEC12",5.69176831904863e-20,1.85739316613513,0.425,0.362,1.70753049571459e-16,"3","COLEC12"
"UGT2B151",5.8554058644988e-20,0.688629749381324,0.196,0.326,1.75662175934964e-16,"3","UGT2B15"
"NIHCOLE1",5.9976033178032e-20,2.54330876939996,0.521,0.423,1.79928099534096e-16,"3","NIHCOLE"
"ATG10",6.4287529128426e-20,2.87306886713425,0.525,0.439,1.92862587385278e-16,"3","ATG10"
"TCEAL91",9.85968299344107e-20,0.899294697421772,0.507,0.406,2.95790489803232e-16,"3","TCEAL9"
"RAP1GAP2",1.2555360273733e-19,1.9915437095251,0.45,0.414,3.7666080821199e-16,"3","RAP1GAP2"
"FAM43A1",1.59580033972426e-19,1.31127243376684,0.321,0.42,4.78740101917278e-16,"3","FAM43A"
"ARFGEF31",1.63188958814778e-19,0.29274437447308,0.528,0.432,4.89566876444335e-16,"3","ARFGEF3"
"NECTIN2",2.26679112311542e-19,2.16540822832518,0.31,0.257,6.80037336934626e-16,"3","NECTIN2"
"NETO11",2.304315465209e-19,1.71928748428895,0.515,0.394,6.91294639562701e-16,"3","NETO1"
"PPP2R3A1",2.47111211952823e-19,0.49708565421374,0.459,0.397,7.4133363585847e-16,"3","PPP2R3A"
"CCDC571",6.51793848329435e-19,1.45193138031685,0.549,0.447,1.9553815449883e-15,"3","CCDC57"
"RPS82",9.48239694610029e-19,0.377385027429526,0.568,0.477,2.84471908383009e-15,"3","RPS8"
"NRP11",1.03685912757984e-18,0.661296337957982,0.489,0.367,3.11057738273953e-15,"3","NRP1"
"LCLAT1",1.52902050025609e-18,1.78221217936458,0.328,0.355,4.58706150076828e-15,"3","LCLAT1"
"RAB6A1",1.64921434825926e-18,0.97972958204091,0.531,0.424,4.94764304477777e-15,"3","RAB6A"
"ARHGAP10",1.8365085144521e-18,1.69229476983077,0.328,0.406,5.50952554335629e-15,"3","ARHGAP10"
"LINC01967",1.98322944370784e-18,2.4577346413546,0.352,0.249,5.94968833112351e-15,"3","LINC01967"
"MCF2L",2.95775441343012e-18,0.753168613045696,0.426,0.323,8.87326324029035e-15,"3","MCF2L"
"CSTPP11",3.0776596456598e-18,1.22818950949198,0.535,0.425,9.23297893697939e-15,"3","CSTPP1"
"TTC61",3.11438626788884e-18,2.01350494236359,0.537,0.415,9.34315880366652e-15,"3","TTC6"
"ENSG000002462251",3.38217701249367e-18,0.701572003047915,0.408,0.364,1.0146531037481e-14,"3","ENSG00000246225"
"LINC00685",4.11258842532624e-18,0.280480305749398,0.442,0.363,1.23377652759787e-14,"3","LINC00685"
"RPL232",4.19415350836622e-18,0.384185669459505,0.596,0.505,1.25824605250986e-14,"3","RPL23"
"ARHGAP32",7.40396733532276e-18,0.387109888812044,0.486,0.425,2.22119020059683e-14,"3","ARHGAP32"
"DHRS31",9.77543834170966e-18,0.445346578105484,0.317,0.217,2.9326315025129e-14,"3","DHRS3"
"PTPRS1",9.97107564004946e-18,1.31638345789394,0.469,0.423,2.99132269201484e-14,"3","PTPRS"
"ACTG12",1.08108751313456e-17,0.607728150938679,0.541,0.457,3.24326253940369e-14,"3","ACTG1"
"TUBB31",1.17664307136873e-17,1.12387235782114,0.401,0.296,3.52992921410619e-14,"3","TUBB3"
"ITPR2",1.20377703161064e-17,1.34590148522523,0.235,0.307,3.61133109483191e-14,"3","ITPR2"
"FAM8A1",1.27737482593536e-17,2.11192957013255,0.307,0.291,3.83212447780608e-14,"3","FAM8A1"
"RRM2B",1.5055275029128e-17,4.97063153319756,0.306,0.319,4.5165825087384e-14,"3","RRM2B"
"DENND1A1",1.6837610490601e-17,0.647948745389224,0.556,0.448,5.0512831471803e-14,"3","DENND1A"
"HFM1",2.08122134286024e-17,3.25419997126722,0.304,0.148,6.24366402858073e-14,"3","HFM1"
"HLA-B",3.06283389825325e-17,0.536135656862609,0.508,0.399,9.18850169475975e-14,"3","HLA-B"
"BCKDHB",3.89989524456636e-17,5.33484570462978,0.323,0.387,1.16996857336991e-13,"3","BCKDHB"
"NFKB1",3.98471162548378e-17,5.0643186760555,0.405,0.394,1.19541348764513e-13,"3","NFKB1"
"SIK2",5.65336968759703e-17,0.828638658845349,0.412,0.391,1.69601090627911e-13,"3","SIK2"
"EIF4A21",6.52242142141176e-17,0.824637671808085,0.553,0.455,1.95672642642353e-13,"3","EIF4A2"
"FKBP1A",8.76765108731987e-17,1.69885396741902,0.367,0.437,2.63029532619596e-13,"3","FKBP1A"
"PTPN14",1.4329507825215e-16,1.41828021841486,0.244,0.32,4.29885234756449e-13,"3","PTPN14"
"H2BC5",1.49281018191565e-16,1.075326519617,0.287,0.195,4.47843054574695e-13,"3","H2BC5"
"GNAQ1",1.49505150645692e-16,0.739518934434579,0.284,0.252,4.48515451937076e-13,"3","GNAQ"
"LINC026151",1.75769711562695e-16,1.32429271601034,0.447,0.357,5.27309134688084e-13,"3","LINC02615"
"ALCAM1",3.9153855160152e-16,1.39475303979156,0.364,0.371,1.17461565480456e-12,"3","ALCAM"
"ENSG000002500491",4.51589520644292e-16,0.937852223482915,0.271,0.221,1.35476856193288e-12,"3","ENSG00000250049"
"ENSG00000259048",4.76192737707441e-16,1.15124388740451,0.258,0.13,1.42857821312232e-12,"3","ENSG00000259048"
"DANT2",9.37339869200906e-16,0.883678249354914,0.283,0.181,2.81201960760272e-12,"3","DANT2"
"SLC22A231",1.12484894095468e-15,1.68301526705567,0.525,0.42,3.37454682286405e-12,"3","SLC22A23"
"BCHE1",1.1322875250541e-15,1.70761734435971,0.391,0.273,3.39686257516229e-12,"3","BCHE"
"MAML31",1.34351806547227e-15,2.55171632232085,0.504,0.414,4.03055419641681e-12,"3","MAML3"
"ENSG000002870421",1.62283042166021e-15,0.283205034093004,0.403,0.396,4.86849126498063e-12,"3","ENSG00000287042"
"CAMSAP2",1.72220259173346e-15,0.281396257665428,0.486,0.396,5.16660777520039e-12,"3","CAMSAP2"
"GPC6",2.47622711820372e-15,0.285374848267836,0.302,0.163,7.42868135461115e-12,"3","GPC6"
"KDM5A",2.85183452712722e-15,6.11774212849935,0.499,0.425,8.55550358138167e-12,"3","KDM5A"
"MMP26",4.2159607843222e-15,1.82302835569987,0.304,0.096,1.26478823529666e-11,"3","MMP26"
"PUS7",4.77140753668889e-15,0.527450863787098,0.396,0.44,1.43142226100667e-11,"3","PUS7"
"YAP1",1.05343214169357e-14,2.63790100951313,0.515,0.416,3.16029642508072e-11,"3","YAP1"
"REXO21",1.83882410458645e-14,1.11493435749815,0.364,0.429,5.51647231375936e-11,"3","REXO2"
"CMIP1",2.1664508978487e-14,0.738644425490338,0.504,0.405,6.49935269354609e-11,"3","CMIP"
"CCNG2",2.27301787098564e-14,3.91652496125722,0.511,0.366,6.81905361295692e-11,"3","CCNG2"
"MYO6",3.62293521552548e-14,1.09879802030341,0.517,0.44,1.08688056465764e-10,"3","MYO6"
"PTMS",4.9786103990546e-14,2.07678079011043,0.523,0.452,1.49358311971638e-10,"3","PTMS"
"SMAD9",5.51570960945776e-14,3.92826725747239,0.288,0.215,1.65471288283733e-10,"3","SMAD9"
"PRDX6-AS1",5.77020410162405e-14,2.44903432600297,0.308,0.36,1.73106123048722e-10,"3","PRDX6-AS1"
"WSB1",7.26898844563878e-14,0.818173303542129,0.532,0.409,2.18069653369163e-10,"3","WSB1"
"EGLN31",7.38394449203823e-14,0.39158558115874,0.387,0.277,2.21518334761147e-10,"3","EGLN3"
"PCAT11",7.85290753082973e-14,1.61991767625587,0.464,0.41,2.35587225924892e-10,"3","PCAT1"
"TSPAN1",7.93858118784215e-14,2.02998208424593,0.354,0.302,2.38157435635264e-10,"3","TSPAN1"
"ACYP21",8.98943909456332e-14,0.529629470604687,0.468,0.407,2.696831728369e-10,"3","ACYP2"
"CDKN1A",1.02012775696387e-13,1.448109046661,0.257,0.266,3.06038327089162e-10,"3","CDKN1A"
"INSR1",1.1289976827621e-13,0.834724019315464,0.45,0.393,3.38699304828629e-10,"3","INSR"
"TFDP21",1.13006537303424e-13,0.481602538039966,0.502,0.417,3.39019611910272e-10,"3","TFDP2"
"RERE",1.48206698386339e-13,1.13998266085497,0.523,0.442,4.44620095159016e-10,"3","RERE"
"ENSG00000250954",1.54178087412092e-13,0.788800873562432,0.261,0.18,4.62534262236275e-10,"3","ENSG00000250954"
"GCHFR",1.68905350484026e-13,0.923926473005574,0.396,0.325,5.06716051452079e-10,"3","GCHFR"
"MBTD11",1.73728138216387e-13,0.573344275960107,0.489,0.451,5.21184414649161e-10,"3","MBTD1"
"ENSG00000285664",1.89091285712152e-13,3.34074287595212,0.27,0.15,5.67273857136457e-10,"3","ENSG00000285664"
"APPL21",2.29510398039437e-13,0.673303204998505,0.51,0.427,6.8853119411831e-10,"3","APPL2"
"NLGN11",3.09381624919511e-13,0.488108792503904,0.482,0.371,9.28144874758532e-10,"3","NLGN1"
"TMSB101",3.19391115723675e-13,1.86419108281374,0.488,0.374,9.58173347171024e-10,"3","TMSB10"
"BLOC1S61",3.94888971876123e-13,0.461911496006853,0.506,0.433,1.18466691562837e-09,"3","BLOC1S6"
"GDPD1",5.05169140978549e-13,0.817380970340174,0.361,0.345,1.51550742293565e-09,"3","GDPD1"
"ASAP1",5.63084664233368e-13,1.14345858155303,0.492,0.412,1.6892539927001e-09,"3","ASAP1"
"TCAIM1",5.88105105168835e-13,0.455960684443208,0.506,0.421,1.76431531550651e-09,"3","TCAIM"
"WARS2-AS11",5.9609653803518e-13,2.75063874750481,0.426,0.404,1.78828961410554e-09,"3","WARS2-AS1"
"LRRC63",6.29430592446949e-13,1.71031275576421,0.258,0.158,1.88829177734085e-09,"3","LRRC63"
"ATOSA",7.38095501599601e-13,0.447967105746933,0.437,0.395,2.2142865047988e-09,"3","ATOSA"
"PABPC13",7.59905717078049e-13,0.695556129626012,0.537,0.454,2.27971715123415e-09,"3","PABPC1"
"RNF1301",9.40887713129377e-13,0.802453546811871,0.496,0.422,2.82266313938813e-09,"3","RNF130"
"EFCAB111",1.02569899513764e-12,2.68703951175874,0.281,0.371,3.07709698541293e-09,"3","EFCAB11"
"SLC2A12",1.46688673258878e-12,2.67592114635423,0.338,0.198,4.40066019776633e-09,"3","SLC2A12"
"SUSD61",1.47463976856811e-12,1.39024593685417,0.318,0.294,4.42391930570434e-09,"3","SUSD6"
"DMXL11",1.48696974566595e-12,1.05176846858693,0.488,0.417,4.46090923699786e-09,"3","DMXL1"
"ASS11",1.55664612434791e-12,0.255339450704888,0.471,0.404,4.66993837304374e-09,"3","ASS1"
"KIAA12171",2.41860933965187e-12,0.457889882962478,0.514,0.433,7.2558280189556e-09,"3","KIAA1217"
"MAPT",2.43156740742369e-12,0.842147047257992,0.501,0.411,7.29470222227107e-09,"3","MAPT"
"TYMP",2.89633232335132e-12,0.869133381472833,0.37,0.386,8.68899697005396e-09,"3","TYMP"
"MANEA1",3.21392542457734e-12,1.92281287257105,0.199,0.273,9.64177627373203e-09,"3","MANEA"
"ACSL1",3.43983403647911e-12,0.825891935170056,0.512,0.432,1.03195021094373e-08,"3","ACSL1"
"SYBU1",3.63447497276182e-12,0.397659451700537,0.267,0.301,1.09034249182855e-08,"3","SYBU"
"MYO1D1",3.84175884040793e-12,1.00476042028976,0.473,0.412,1.15252765212238e-08,"3","MYO1D"
"CHD21",4.07502062367738e-12,0.924186052988874,0.508,0.431,1.22250618710321e-08,"3","CHD2"
"TEX91",4.16147518855638e-12,0.51865718318011,0.316,0.308,1.24844255656691e-08,"3","TEX9"
"TPST11",4.93243751025275e-12,1.10834395932137,0.389,0.391,1.47973125307582e-08,"3","TPST1"
"PDE7A",7.28266823991979e-12,0.959154147098087,0.457,0.422,2.18480047197594e-08,"3","PDE7A"
"GALNT31",7.5251701050639e-12,4.17576235427131,0.323,0.346,2.25755103151917e-08,"3","GALNT3"
"TSC22D3",9.09195955998378e-12,0.526129717098875,0.426,0.332,2.72758786799514e-08,"3","TSC22D3"
"BDNF-AS1",9.68034870320984e-12,1.07643103733709,0.305,0.307,2.90410461096295e-08,"3","BDNF-AS"
"TRIO1",1.20123486871378e-11,0.998996256112407,0.514,0.428,3.60370460614135e-08,"3","TRIO"
"AUTS21",1.24774960474168e-11,2.18768804064752,0.366,0.331,3.74324881422504e-08,"3","AUTS2"
"ZNF326",1.57758087139352e-11,0.279900290199023,0.403,0.421,4.73274261418056e-08,"3","ZNF326"
"SCARB1",2.08264733307292e-11,1.90156368944572,0.483,0.34,6.24794199921876e-08,"3","SCARB1"
"NORAD",2.11367176934499e-11,1.57786539783835,0.499,0.43,6.34101530803498e-08,"3","NORAD"
"SHC3",2.37183631261372e-11,3.57692560095543,0.297,0.177,7.11550893784117e-08,"3","SHC3"
"HILPDA",2.70367407243556e-11,6.1618394153333,0.387,0.335,8.11102221730668e-08,"3","HILPDA"
"MAOA",2.78953590519079e-11,1.27007526946903,0.37,0.367,8.36860771557237e-08,"3","MAOA"
"IRF2BP2",2.90129607086828e-11,1.5213660470237,0.462,0.405,8.70388821260483e-08,"3","IRF2BP2"
"CCDC141",2.90567229485815e-11,1.41469586414606,0.394,0.427,8.71701688457446e-08,"3","CCDC14"
"GARNL31",3.53670356762466e-11,1.14123727104529,0.503,0.412,1.0610110702874e-07,"3","GARNL3"
"MACF1",4.11522920465282e-11,0.548997265518491,0.467,0.402,1.23456876139585e-07,"3","MACF1"
"TSC22D1",4.43518861564105e-11,2.95407068353618,0.494,0.425,1.33055658469231e-07,"3","TSC22D1"
"DNMT3A1",9.862169352503e-11,1.57051020839958,0.365,0.302,2.9586508057509e-07,"3","DNMT3A"
"NVL",1.40829017785516e-10,4.41809182421007,0.379,0.447,4.22487053356548e-07,"3","NVL"
"GLIS3",1.60448296473228e-10,0.883961851008143,0.335,0.173,4.81344889419684e-07,"3","GLIS3"
"STOX21",1.94822027815097e-10,1.4384490695967,0.455,0.29,5.84466083445292e-07,"3","STOX2"
"PDZRN3",2.0448012889249e-10,2.85072929869437,0.465,0.378,6.13440386677471e-07,"3","PDZRN3"
"SULT2B1",2.22294296192864e-10,2.17851478448144,0.342,0.269,6.66882888578592e-07,"3","SULT2B1"
"ENSG000002536421",2.46642661301811e-10,1.73308262465118,0.454,0.355,7.39927983905434e-07,"3","ENSG00000253642"
"POLB",2.95928710020799e-10,5.95055054829469,0.294,0.272,8.87786130062397e-07,"3","POLB"
"FOXO3",4.4394068886414e-10,6.36657589430498,0.492,0.41,1.33182206659242e-06,"3","FOXO3"
"RPL13A2",5.19579147373927e-10,0.774626145771187,0.544,0.486,1.55873744212178e-06,"3","RPL13A"
"ST3GAL11",5.86806798907633e-10,1.79581593766933,0.489,0.43,1.7604203967229e-06,"3","ST3GAL1"
"LINC01237",6.08192914791173e-10,2.3745928059681,0.291,0.245,1.82457874437352e-06,"3","LINC01237"
"PITPNC1",6.83881669699957e-10,4.17833249330566,0.354,0.347,2.05164500909987e-06,"3","PITPNC1"
"RPL291",6.90008318711472e-10,0.333281157751679,0.536,0.471,2.07002495613441e-06,"3","RPL29"
"TTLL7",8.59813812704404e-10,0.88699918607999,0.455,0.41,2.57944143811321e-06,"3","TTLL7"
"UMAD1",9.28419612938361e-10,2.54881600876298,0.388,0.419,2.78525883881508e-06,"3","UMAD1"
"PALLD",1.03631156470893e-09,2.48748641035989,0.321,0.351,3.1089346941268e-06,"3","PALLD"
"TDP1",1.24826954922239e-09,0.49059322460585,0.237,0.301,3.74480864766716e-06,"3","TDP1"
"INSIG1",1.31613167610285e-09,3.32391290246457,0.352,0.354,3.94839502830854e-06,"3","INSIG1"
"UBC",1.47195444217345e-09,1.11721585654817,0.501,0.431,4.41586332652036e-06,"3","UBC"
"GBE1",2.02890594732554e-09,2.08573484005238,0.492,0.377,6.08671784197661e-06,"3","GBE1"
"KLK4",2.12607816564916e-09,3.92241191965327,0.484,0.296,6.37823449694749e-06,"3","KLK4"
"CHPT11",2.17777583761589e-09,0.988146906887108,0.503,0.442,6.53332751284767e-06,"3","CHPT1"
"ST71",2.81403776558212e-09,0.728744799782687,0.335,0.311,8.44211329674637e-06,"3","ST7"
"PTPRK1",2.83678244742241e-09,0.592242213730531,0.35,0.328,8.51034734226724e-06,"3","PTPRK"
"PLGRKT",3.07866928269633e-09,0.491098457705705,0.508,0.477,9.23600784808898e-06,"3","PLGRKT"
"NEXMIF",4.62990234465895e-09,2.60008584778868,0.348,0.154,1.38897070339768e-05,"3","NEXMIF"
"HLA-C",4.97445615931565e-09,0.70229604478177,0.521,0.435,1.4923368477947e-05,"3","HLA-C"
"DDAH21",5.32489180079409e-09,0.612837722975215,0.442,0.406,1.59746754023823e-05,"3","DDAH2"
"BTG2",5.81860183202794e-09,1.88304936942227,0.403,0.357,1.74558054960838e-05,"3","BTG2"
"COL4A51",6.88027925365584e-09,2.07123231156721,0.472,0.418,2.06408377609675e-05,"3","COL4A5"
"ENSG00000224905",7.25624827480584e-09,1.49347163456703,0.2,0.272,2.17687448244175e-05,"3","ENSG00000224905"
"SQOR",8.93098707941606e-09,2.34228754761093,0.253,0.309,2.67929612382482e-05,"3","SQOR"
"LINC030091",8.97012329773526e-09,0.412183721915065,0.517,0.453,2.69103698932058e-05,"3","LINC03009"
"LINC00665",1.44706322608596e-08,2.29580526579231,0.493,0.416,4.34118967825787e-05,"3","LINC00665"
"JMJD1C1",1.79383138812977e-08,1.99266852426126,0.397,0.45,5.3814941643893e-05,"3","JMJD1C"
"ARHGAP44",1.99925973470066e-08,0.930246242343691,0.496,0.425,5.99777920410198e-05,"3","ARHGAP44"
"KIF5B",2.11834451670682e-08,0.910649480950536,0.411,0.469,6.35503355012047e-05,"3","KIF5B"
"DAAM1",2.60742418224386e-08,0.569553705892912,0.477,0.431,7.82227254673159e-05,"3","DAAM1"
"CCPG11",2.74969204181522e-08,2.10345240319133,0.367,0.41,8.24907612544566e-05,"3","CCPG1"
"BRPF3-AS1",3.05484070237927e-08,0.357947726200246,0.256,0.162,9.16452210713781e-05,"3","BRPF3-AS1"
"PLAAT31",3.33405090799491e-08,3.57916858489296,0.408,0.433,0.000100021527239847,"3","PLAAT3"
"PPP1R9A1",3.52940352454052e-08,0.578285844746939,0.458,0.416,0.000105882105736216,"3","PPP1R9A"
"KCTD1",3.67965206569432e-08,5.12920062820927,0.274,0.277,0.00011038956197083,"3","KCTD1"
"RB1",3.72236008472338e-08,2.08279727583483,0.326,0.332,0.000111670802541702,"3","RB1"
"MPHOSPH6",4.14070214219323e-08,0.39641710676754,0.479,0.426,0.000124221064265797,"3","MPHOSPH6"
"MICAL3",4.2808853964203e-08,1.78258117623937,0.499,0.407,0.000128426561892609,"3","MICAL3"
