"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SERPINI1",4.64473324931957e-08,2.14645016940514,0.344,0.24,0.000139341997479587,"3","SERPINI1"
"DTNB1",4.72346890251422e-08,1.61591541534106,0.492,0.438,0.000141704067075427,"3","DTNB"
"KDM4C",5.1317086028515e-08,0.647142235528131,0.509,0.431,0.000153951258085545,"3","KDM4C"
"SHISA91",5.23688199919373e-08,0.385634469130349,0.352,0.318,0.000157106459975812,"3","SHISA9"
"FNBP1L1",5.25715854756652e-08,1.68774736194433,0.484,0.404,0.000157714756426995,"3","FNBP1L"
"PRKAA2",6.38238040494953e-08,1.35097162316525,0.407,0.256,0.000191471412148486,"3","PRKAA2"
"DNAJB141",6.81927919717996e-08,0.6994083571552,0.447,0.428,0.000204578375915399,"3","DNAJB14"
"MBOAT2",9.59826873038541e-08,0.426927208970851,0.292,0.375,0.000287948061911562,"3","MBOAT2"
"HTATIP21",1.08307560140944e-07,2.21138954952486,0.234,0.319,0.000324922680422831,"3","HTATIP2"
"LINC015121",1.22692640196221e-07,2.13719553698213,0.36,0.218,0.000368077920588662,"3","LINC01512"
"ENOX2",1.30195785963e-07,0.378575742310012,0.324,0.381,0.000390587357889001,"3","ENOX2"
"WNT5A",1.41323595017176e-07,1.78076038740582,0.332,0.189,0.000423970785051527,"3","WNT5A"
"SSH2",1.45461697562671e-07,1.76055916725617,0.358,0.411,0.000436385092688013,"3","SSH2"
"DIP2C1",1.48771726453258e-07,1.69571973811153,0.494,0.432,0.000446315179359774,"3","DIP2C"
"ENSG00000272438",1.78449315350174e-07,3.95885470079006,0.359,0.295,0.000535347946050523,"3","ENSG00000272438"
"HMGA1P41",1.84874551291442e-07,0.312636689495951,0.443,0.412,0.000554623653874325,"3","HMGA1P4"
"FAM227B1",2.02316086062532e-07,1.18101786449091,0.244,0.272,0.000606948258187595,"3","FAM227B"
"LEO1",2.10654198798838e-07,1.46534397262226,0.395,0.453,0.000631962596396514,"3","LEO1"
"SYT41",3.50919473029263e-07,0.651371919720452,0.303,0.21,0.00105275841908779,"3","SYT4"
"RIC11",3.62321581793721e-07,1.63946667330539,0.421,0.38,0.00108696474538116,"3","RIC1"
"TGIF2",3.71975004572492e-07,3.85623884680708,0.301,0.236,0.00111592501371748,"3","TGIF2"
"FN12",4.26508125180839e-07,2.09515911589414,0.343,0.253,0.00127952437554252,"3","FN1"
"STRBP1",4.38902587382633e-07,0.587306139950177,0.475,0.422,0.0013167077621479,"3","STRBP"
"HSBP1L11",4.45292354415744e-07,0.882131100037953,0.455,0.434,0.00133587706324723,"3","HSBP1L1"
"ATRN1",4.48057261261403e-07,0.301474674775113,0.508,0.462,0.00134417178378421,"3","ATRN"
"BTBD9",4.51328533789196e-07,3.1509533538482,0.487,0.414,0.00135398560136759,"3","BTBD9"
"ARNT21",5.19531122610161e-07,0.674560196951524,0.253,0.211,0.00155859336783048,"3","ARNT2"
"KLK2",5.83714544393719e-07,3.00911819987532,0.345,0.189,0.00175114363318116,"3","KLK2"
"RBBP7",5.85480744771677e-07,2.67867411379097,0.443,0.441,0.00175644223431503,"3","RBBP7"
"AIG11",6.47807514524292e-07,0.265270352722409,0.513,0.464,0.00194342254357288,"3","AIG1"
"KRR1",9.56955446491839e-07,0.429163685553111,0.372,0.423,0.00287086633947552,"3","KRR1"
"ADARB2",9.59548926102968e-07,1.17007707115498,0.47,0.323,0.0028786467783089,"3","ADARB2"
"LINC01876",9.93139464911054e-07,0.389090724871078,0.469,0.403,0.00297941839473316,"3","LINC01876"
"APP",1.09155851616926e-06,0.689467523758888,0.46,0.41,0.00327467554850779,"3","APP"
"FASN",1.66450519889831e-06,4.13768062704924,0.475,0.413,0.00499351559669492,"3","FASN"
"TMSB4X",1.96083816904009e-06,0.480299743203742,0.373,0.373,0.00588251450712027,"3","TMSB4X"
"AMD1",2.11154120382903e-06,4.17279646470657,0.513,0.449,0.0063346236114871,"3","AMD1"
"MPDZ1",2.18768923824424e-06,0.635355699919681,0.418,0.345,0.00656306771473273,"3","MPDZ"
"ARID1B1",2.37175669509418e-06,0.266031070389107,0.443,0.398,0.00711527008528254,"3","ARID1B"
"ANKH",3.26375613619158e-06,1.39703149361502,0.467,0.387,0.00979126840857473,"3","ANKH"
"ENC1",3.4272332444323e-06,2.95778888977133,0.323,0.353,0.0102816997332969,"3","ENC1"
"TBC1D321",4.45818446031637e-06,0.409215705692742,0.457,0.397,0.0133745533809491,"3","TBC1D32"
"LINC014731",4.95246031791163e-06,0.822436068029052,0.45,0.391,0.0148573809537349,"3","LINC01473"
"RANBP17",5.43717714347701e-06,0.609415351915881,0.464,0.414,0.016311531430431,"3","RANBP17"
"LINC02466",5.59153822511729e-06,2.54464321191691,0.292,0.252,0.0167746146753519,"3","LINC02466"
"TBX31",5.77205465525689e-06,0.517601331125329,0.488,0.418,0.0173161639657707,"3","TBX3"
"TNKS1",6.18691761605912e-06,0.284002900545498,0.461,0.448,0.0185607528481774,"3","TNKS"
"PTPN121",6.48431025397194e-06,1.14594524639869,0.447,0.427,0.0194529307619158,"3","PTPN12"
"WWP21",6.93237013707299e-06,0.527718940273422,0.388,0.427,0.020797110411219,"3","WWP2"
"MAN1A2",7.38993529232575e-06,1.4307805923459,0.396,0.445,0.0221698058769773,"3","MAN1A2"
"ENSG000002910341",7.6103951372376e-06,1.47878428490807,0.297,0.281,0.0228311854117128,"3","ENSG00000291034"
"RPS61",7.91228253872864e-06,0.328084968568107,0.505,0.465,0.0237368476161859,"3","RPS6"
"LRRC7",8.96474209051105e-06,1.27859235937585,0.258,0.164,0.0268942262715331,"3","LRRC7"
"PNRC1",9.0661028657931e-06,1.12263700365108,0.49,0.384,0.0271983085973793,"3","PNRC1"
"ZMIZ11",1.05898966850484e-05,1.06827145663226,0.461,0.407,0.0317696900551451,"3","ZMIZ1"
"BTG11",1.25299609761777e-05,1.61043484651946,0.477,0.417,0.037589882928533,"3","BTG1"
"RAPGEF21",1.33144894823972e-05,0.485489709949545,0.443,0.413,0.0399434684471916,"3","RAPGEF2"
"SLC38A2",1.37765126452353e-05,0.653574533137519,0.369,0.419,0.041329537935706,"3","SLC38A2"
"SLC20A2",1.40159425722442e-05,0.839284693341832,0.352,0.396,0.0420478277167325,"3","SLC20A2"
"MTAP1",1.48757859559952e-05,0.492870007961674,0.457,0.414,0.0446273578679857,"3","MTAP"
"RPS272",1.5567471414085e-05,0.360706997995717,0.543,0.497,0.046702414242255,"3","RPS27"
"LEF1",1.72142111240569e-05,1.8120800247381,0.192,0.258,0.0516426333721707,"3","LEF1"
"NR3C2",1.75612798889457e-05,4.07911289575083,0.249,0.271,0.052683839666837,"3","NR3C2"
"MEF2A",1.91232706958817e-05,1.82522563608166,0.414,0.447,0.0573698120876451,"3","MEF2A"
"MALT1",1.95332770930785e-05,3.10974820469699,0.386,0.316,0.0585998312792356,"3","MALT1"
"C4orf47",2.31971400163463e-05,5.20599433547549,0.389,0.193,0.0695914200490389,"3","C4orf47"
"SUPT3H",2.94174069320276e-05,2.61469447793284,0.378,0.413,0.0882522207960827,"3","SUPT3H"
"NUPR1",3.32143705973873e-05,4.37288861300462,0.396,0.448,0.0996431117921619,"3","NUPR1"
"FHOD31",4.24957140556193e-05,0.687811660287181,0.304,0.322,0.127487142166858,"3","FHOD3"
"NREP1",4.40319218414192e-05,0.90921761936922,0.431,0.375,0.132095765524258,"3","NREP"
"LRBA1",4.48660004957292e-05,1.18011068402585,0.48,0.436,0.134598001487188,"3","LRBA"
"PPFIBP1",4.9716082626706e-05,4.89557269162473,0.461,0.417,0.149148247880118,"3","PPFIBP1"
"PTPRM1",5.09074407017408e-05,2.98012036930849,0.397,0.36,0.152722322105223,"3","PTPRM"
"LPIN1",5.49718139490678e-05,1.9951479427559,0.31,0.279,0.164915441847203,"3","LPIN1"
"TNFRSF19",5.71685761734875e-05,2.11406654811586,0.296,0.163,0.171505728520463,"3","TNFRSF19"
"KCNQ1OT1",5.72335344373765e-05,0.453710699225752,0.491,0.411,0.17170060331213,"3","KCNQ1OT1"
"SNX25",6.01408773784529e-05,0.766202041047995,0.404,0.346,0.180422632135359,"3","SNX25"
"SEC11C",6.01423268173028e-05,1.05989415566632,0.394,0.418,0.180426980451908,"3","SEC11C"
"DISP11",6.2093439610835e-05,0.863118997367588,0.377,0.402,0.186280318832505,"3","DISP1"
"MT1F",6.26303952571776e-05,2.85032778204208,0.355,0.228,0.187891185771533,"3","MT1F"
"LEKR1",6.93508824978639e-05,0.713132400280588,0.203,0.263,0.208052647493592,"3","LEKR1"
"SLC6A161",7.12321368849656e-05,2.56383377562887,0.254,0.18,0.213696410654897,"3","SLC6A16"
"DLG2",7.18470083369321e-05,2.08705366951209,0.343,0.329,0.215541025010796,"3","DLG2"
"CHD61",7.86621270787654e-05,0.257423152843453,0.482,0.427,0.235986381236296,"3","CHD6"
"DENND2B",7.87771113648858e-05,0.435010723231902,0.291,0.326,0.236331334094657,"3","DENND2B"
"VLDLR-AS11",8.39837549955873e-05,1.35833731342778,0.327,0.385,0.251951264986762,"3","VLDLR-AS1"
"PFKFB3",8.70650831341251e-05,3.49020136795928,0.462,0.346,0.261195249402375,"3","PFKFB3"
"TRIOBP",8.92077679834425e-05,0.70357571123418,0.346,0.337,0.267623303950328,"3","TRIOBP"
"HEIH",0.000105340859699965,1.5355089515248,0.37,0.344,0.316022579099894,"3","HEIH"
"RASA11",0.000106059562489304,0.275538151122918,0.404,0.402,0.318178687467911,"3","RASA1"
"DCAF61",0.000113124523744984,1.33414355667119,0.497,0.442,0.339373571234951,"3","DCAF6"
"SLC25A371",0.000130195492941472,0.55050177034078,0.486,0.418,0.390586478824416,"3","SLC25A37"
"IDI1",0.000131627809998654,3.88727384398284,0.407,0.404,0.394883429995961,"3","IDI1"
"NCAM1",0.000140615933442423,1.92923085129384,0.352,0.177,0.421847800327268,"3","NCAM1"
"ZNF528-AS1",0.000140955720290018,1.1942964717453,0.331,0.307,0.422867160870053,"3","ZNF528-AS1"
"MDK1",0.000184173930377328,0.704208638704692,0.277,0.213,0.552521791131985,"3","MDK"
"EHBP1",0.000196562124670455,1.89530684558307,0.436,0.399,0.589686374011366,"3","EHBP1"
"RANBP3L",0.000200611873568952,2.00361151976401,0.296,0.205,0.601835620706857,"3","RANBP3L"
"RCN11",0.000201059363920875,0.415272077866162,0.399,0.425,0.603178091762626,"3","RCN1"
"FBXO16",0.000244444767878428,0.361332902866043,0.36,0.384,0.733334303635283,"3","FBXO16"
"MFSD4B1",0.000248286005173279,0.719218694839345,0.275,0.303,0.744858015519836,"3","MFSD4B"
"DCAF101",0.000260423158287933,0.280153476956963,0.491,0.449,0.7812694748638,"3","DCAF10"
"NUP160",0.000279828714972378,0.476461204619052,0.407,0.425,0.839486144917133,"3","NUP160"
"FHIP1A1",0.000286592796769538,1.13377380630367,0.469,0.403,0.859778390308614,"3","FHIP1A"
"ENSG00000286162",0.000298386791973065,0.458045220591043,0.319,0.315,0.895160375919194,"3","ENSG00000286162"
"ENSG000002905231",0.000343507238432439,2.17057535649022,0.359,0.326,1,"3","ENSG00000290523"
"FOXN31",0.000354078218049813,2.76776631069944,0.408,0.423,1,"3","FOXN3"
"FAM13A1",0.00036370870901067,1.95339210681109,0.477,0.412,1,"3","FAM13A"
"IGFBP3",0.00049087071810305,0.618098256308004,0.275,0.215,1,"3","IGFBP3"
"C9orf85",0.00049734848973743,0.352371515101005,0.356,0.382,1,"3","C9orf85"
"HOXB13",0.000561312938456259,0.431135086316852,0.495,0.43,1,"3","HOXB13"
"ANKRD12",0.00058589748415378,0.841162216155767,0.474,0.432,1,"3","ANKRD12"
"CYP51A1",0.000593573177388527,0.839990459238511,0.421,0.402,1,"3","CYP51A1"
"TBCK1",0.000722407393459707,0.509813040115283,0.492,0.448,1,"3","TBCK"
"VIM1",0.000803370122571014,0.578971595935027,0.398,0.339,1,"3","VIM"
"EVL1",0.000856816035892538,0.286868020100508,0.415,0.407,1,"3","EVL"
"NXN",0.000913692183910941,1.13103778887781,0.35,0.335,1,"3","NXN"
"RNASE4",0.00091655962476402,0.540181451729929,0.283,0.159,1,"3","RNASE4"
"PDE3B",0.000921269802325666,1.62328649920021,0.302,0.343,1,"3","PDE3B"
"PDSS21",0.000942017393946375,0.949994158878863,0.399,0.415,1,"3","PDSS2"
"IKBKB",0.000944765708174197,3.86259586682677,0.306,0.325,1,"3","IKBKB"
"COLCA11",0.000946301090544251,0.791182735559181,0.33,0.254,1,"3","COLCA1"
"PPP2R2A",0.000964985120264559,0.779247532176888,0.522,0.471,1,"3","PPP2R2A"
"BRWD32",0.0009914443935029,1.04138234272142,0.394,0.357,1,"3","BRWD3"
"SENP6",0.00103154173110205,0.779143221254846,0.508,0.457,1,"3","SENP6"
"SSBP21",0.00103483352585948,1.05773796350234,0.392,0.339,1,"3","SSBP2"
"CDK2AP2",0.00125976409494184,2.74762962421128,0.398,0.423,1,"3","CDK2AP2"
"ABCC4",0.00134491821209952,0.781454247941922,0.354,0.308,1,"3","ABCC4"
"RPL18A1",0.00136212453178374,0.486414872808563,0.504,0.473,1,"3","RPL18A"
"FYN",0.00149290067394347,1.35461296150491,0.255,0.233,1,"3","FYN"
"BBS4",0.00151596506533048,5.05159187627174,0.375,0.35,1,"3","BBS4"
"LMF11",0.00157073187261575,1.08223367120283,0.464,0.397,1,"3","LMF1"
"KLHL71",0.00161479638952646,0.797525450172962,0.362,0.349,1,"3","KLHL7"
"STK331",0.00180345538733981,1.61718691148488,0.446,0.416,1,"3","STK33"
"ZFP36L1",0.00188321778547397,0.658206874538287,0.436,0.409,1,"3","ZFP36L1"
"DBNDD1",0.00236750307910451,2.36575288056506,0.353,0.335,1,"3","DBNDD1"
"TJP1",0.0024988172700802,3.54304291695454,0.477,0.443,1,"3","TJP1"
"ITGB1BP11",0.00261719607009386,2.24155641893641,0.333,0.411,1,"3","ITGB1BP1"
"COPB2-DT1",0.00269848666350232,0.687332975138408,0.471,0.416,1,"3","COPB2-DT"
"EPB41L2",0.00270557439315531,1.06301998155173,0.318,0.212,1,"3","EPB41L2"
"BHLHE40",0.00276513191748199,3.97174209988506,0.38,0.171,1,"3","BHLHE40"
"HMOX11",0.00287058668223005,2.14838064971041,0.27,0.209,1,"3","HMOX1"
"ATP8A11",0.00333538943491479,2.89320302973069,0.327,0.275,1,"3","ATP8A1"
"ENSG000002381171",0.00387908105302323,0.568262762650958,0.35,0.286,1,"3","ENSG00000238117"
"ITPR1",0.00389893926398821,5.4593810428956,0.405,0.408,1,"3","ITPR1"
"TNRC18",0.00391315998118043,1.05535935099115,0.411,0.394,1,"3","TNRC18"
"ACER2",0.00420666696478003,1.55923308867802,0.305,0.249,1,"3","ACER2"
"ADRA1A1",0.00442291354311516,2.77300349439378,0.19,0.289,1,"3","ADRA1A"
"BAZ2B1",0.00453537783213135,1.69731044495355,0.425,0.384,1,"3","BAZ2B"
"WDR26",0.0057836061838443,2.12204880809891,0.475,0.438,1,"3","WDR26"
"KIF5C1",0.0057852171840551,2.36629398767138,0.372,0.296,1,"3","KIF5C"
"TNFRSF10B",0.00617468172550952,2.14899642239316,0.341,0.403,1,"3","TNFRSF10B"
"TRPM4",0.00619623350688563,0.824017941813227,0.282,0.301,1,"3","TRPM4"
"PTPRD",0.00694524176759185,3.70961931861545,0.345,0.152,1,"3","PTPRD"
"MIPOL11",0.00764968079298753,2.26745210132535,0.396,0.422,1,"3","MIPOL1"
"BROX1",0.0084582058621035,0.279826847850751,0.46,0.433,1,"3","BROX"
"PTTG1",0,1.17228370837152,0.721,0.206,0,"4","PTTG1"
"TUBA1B",2.38235200363494e-253,1.96502086278663,0.649,0.256,7.14705601090483e-250,"4","TUBA1B"
"NMU",1.5502674105626e-244,0.818803038477595,0.665,0.213,4.65080223168779e-241,"4","NMU"
"PTMA",9.52576312821538e-227,1.26936422310369,0.793,0.396,2.85772893846461e-223,"4","PTMA"
"HMGB1",1.11075087388395e-207,0.39228188467908,0.732,0.343,3.33225262165185e-204,"4","HMGB1"
"AKR1C2",1.68656292198047e-179,0.533329399461493,0.615,0.233,5.05968876594141e-176,"4","AKR1C2"
"HNRNPA2B1",2.98253415352508e-171,1.34131497070476,0.75,0.415,8.94760246057525e-168,"4","HNRNPA2B1"
"RPA3",1.41102754010843e-136,1.417946635518,0.667,0.366,4.2330826203253e-133,"4","RPA3"
"DHRS2",2.40162144499889e-126,1.11671559238462,0.607,0.207,7.20486433499666e-123,"4","DHRS2"
"DYNLL1",3.79320648678597e-113,0.28194151012848,0.639,0.34,1.13796194603579e-109,"4","DYNLL1"
"NUDT1",4.52589693861485e-111,2.47374492669569,0.605,0.332,1.35776908158445e-107,"4","NUDT1"
"H2AZ2",7.9972305875462e-106,0.730521635880198,0.655,0.394,2.39916917626386e-102,"4","H2AZ2"
"PRAC2",4.20116405605984e-103,0.66210555928683,0.579,0.339,1.26034921681795e-99,"4","PRAC2"
"NQO11",8.75857816880298e-90,0.345027763917104,0.592,0.371,2.62757345064089e-86,"4","NQO1"
"PTMS1",8.96210803678674e-85,0.921529101550378,0.66,0.438,2.68863241103602e-81,"4","PTMS"
"HNRNPH3",8.2320831056212e-81,1.69653756819866,0.654,0.435,2.46962493168636e-77,"4","HNRNPH3"
"MT-ND2",1.58930895566404e-77,1.11971996393053,0.623,0.419,4.76792686699212e-74,"4","MT-ND2"
"HNRNPA11",9.93735096727791e-75,0.759822346129639,0.656,0.452,2.98120529018337e-71,"4","HNRNPA1"
"TIMM10",1.17353236332849e-74,0.920401921967906,0.604,0.387,3.52059708998546e-71,"4","TIMM10"
"EPHX11",3.71945751508224e-73,0.411567372990521,0.624,0.425,1.11583725452467e-69,"4","EPHX1"
"FTH11",7.4236300706049e-67,0.728132236870879,0.601,0.399,2.22708902118147e-63,"4","FTH1"
"TMEM45B",4.55303266968733e-64,0.789031601053137,0.323,0.161,1.3659098009062e-60,"4","TMEM45B"
"WNT2B",1.17101515925957e-62,2.77614670361283,0.377,0.199,3.51304547777871e-59,"4","WNT2B"
"MGST11",8.88543228796704e-62,1.00023435890379,0.614,0.423,2.66562968639011e-58,"4","MGST1"
"DNAH12",7.27330023193109e-57,0.696119051394484,0.321,0.163,2.18199006957933e-53,"4","DNAH12"
"LSM5",8.91906695157686e-55,1.22993187542829,0.605,0.429,2.67572008547306e-51,"4","LSM5"
"ST3GAL12",2.59492851053027e-54,1.59158527681414,0.589,0.42,7.78478553159082e-51,"4","ST3GAL1"
"HNRNPA3",3.31032805621496e-52,1.12853555545226,0.59,0.412,9.93098416864489e-49,"4","HNRNPA3"
"ANP32B",2.37105216270954e-49,0.956848158005465,0.589,0.419,7.11315648812862e-46,"4","ANP32B"
"LINC01239",2.74937614902072e-49,2.59331699994391,0.261,0.149,8.24812844706217e-46,"4","LINC01239"
"LSM3",1.0816890162611e-48,0.797425569244609,0.577,0.392,3.2450670487833e-45,"4","LSM3"
"RPL22L11",6.16572716933198e-45,1.1695613849763,0.578,0.426,1.84971815079959e-41,"4","RPL22L1"
"PVT11",4.12968545101194e-41,1.04272957198538,0.61,0.452,1.23890563530358e-37,"4","PVT1"
"SNHG91",5.14526275370812e-41,1.04240444393324,0.556,0.401,1.54357882611244e-37,"4","SNHG9"
"ENSG000002909161",3.83326533990114e-39,0.697481950302042,0.288,0.178,1.14997960197034e-35,"4","ENSG00000290916"
"HSPD11",6.42762667853337e-39,0.707726008676123,0.551,0.411,1.92828800356001e-35,"4","HSPD1"
"SNHG32",2.47207860057147e-38,0.29097666262083,0.555,0.406,7.41623580171441e-35,"4","SNHG3"
"HES1",2.72552668187257e-38,0.404091839238225,0.382,0.256,8.1765800456177e-35,"4","HES1"
"RPS261",2.7947598525427e-38,0.436624583597151,0.617,0.471,8.3842795576281e-35,"4","RPS26"
"CNIH32",2.11528827982491e-35,0.861474096266414,0.381,0.276,6.34586483947474e-32,"4","CNIH3"
"ELAPOR1",8.81452267226257e-33,0.865354320677977,0.325,0.205,2.64435680167877e-29,"4","ELAPOR1"
"SFPQ",1.52576395299433e-32,1.13791431983473,0.55,0.401,4.57729185898299e-29,"4","SFPQ"
"SNRPB",1.16970311103163e-30,0.391635984997951,0.548,0.398,3.5091093330949e-27,"4","SNRPB"
"MCL1",2.50462920992559e-30,1.26087626706348,0.481,0.397,7.51388762977676e-27,"4","MCL1"
"BAMBI1",4.1862569694845e-28,2.04332895044709,0.531,0.407,1.25587709084535e-24,"4","BAMBI"
"LDHB",9.04872586011204e-28,0.947456224713599,0.555,0.438,2.71461775803361e-24,"4","LDHB"
"NECTIN3",9.98146210398033e-28,2.10854574132153,0.336,0.257,2.9944386311941e-24,"4","NECTIN3"
"ENSG000002899561",2.10674271455047e-27,1.78083695671669,0.358,0.22,6.3202281436514e-24,"4","ENSG00000289956"
"LMNA",3.26936480463519e-27,1.08783254091845,0.555,0.415,9.80809441390556e-24,"4","LMNA"
"CHCHD101",1.21264124789673e-26,0.56014901789176,0.544,0.425,3.6379237436902e-23,"4","CHCHD10"
"HMGN5",1.18409264016319e-24,4.58340304741059,0.507,0.359,3.55227792048957e-21,"4","HMGN5"
"CDC14A",2.70048218677304e-24,0.316360411812882,0.289,0.261,8.10144656031912e-21,"4","CDC14A"
"PTPRG2",3.66942250362041e-24,0.528675705240943,0.537,0.422,1.10082675108612e-20,"4","PTPRG"
"ITPRID21",9.37783072398874e-24,1.41330467271794,0.289,0.379,2.81334921719662e-20,"4","ITPRID2"
"SH3RF1",1.11847293155536e-23,1.60835544553255,0.485,0.385,3.35541879466608e-20,"4","SH3RF1"
"TMEM2321",1.1442812952908e-23,0.548321423304267,0.27,0.201,3.43284388587239e-20,"4","TMEM232"
"APRT2",3.23636055193849e-23,0.632754722119045,0.544,0.438,9.70908165581548e-20,"4","APRT"
"TMEM184C1",6.02894686824214e-23,0.5862852060196,0.284,0.261,1.80868406047264e-19,"4","TMEM184C"
"ANK31",1.41193082164471e-22,0.981896505893203,0.499,0.4,4.23579246493414e-19,"4","ANK3"
"USP2-AS11",4.41410217252909e-22,2.22011677338313,0.214,0.271,1.32423065175873e-18,"4","USP2-AS1"
"METTL7A",6.79074336626259e-22,1.59244324969765,0.269,0.2,2.03722300987878e-18,"4","METTL7A"
"ALYREF",1.0542952174497e-21,0.737459840301592,0.515,0.396,3.1628856523491e-18,"4","ALYREF"
"STPG2",1.32632642416568e-21,0.34598724146177,0.298,0.203,3.97897927249703e-18,"4","STPG2"
"TFRC",2.4306724490195e-21,0.476758188986333,0.515,0.421,7.29201734705851e-18,"4","TFRC"
"ZHX21",2.93635003641367e-21,0.741714205883578,0.445,0.399,8.80905010924101e-18,"4","ZHX2"
"TCP1",5.64011965701034e-21,0.61965693891522,0.522,0.411,1.6920358971031e-17,"4","TCP1"
"ROBO1",6.50698376757718e-21,1.22698688968567,0.348,0.347,1.95209513027315e-17,"4","ROBO1"
"NCL1",8.21202330476038e-21,0.385311586537773,0.512,0.405,2.46360699142811e-17,"4","NCL"
"GAL",6.26595526864625e-20,0.427696943177531,0.54,0.443,1.87978658059387e-16,"4","GAL"
"ENSG00000260086",1.17461924455692e-18,4.14188996882553,0.289,0.22,3.52385773367075e-15,"4","ENSG00000260086"
"NR1D2",3.55392022194696e-18,0.900344600193044,0.451,0.37,1.06617606658409e-14,"4","NR1D2"
"RBM471",7.46627318981402e-18,0.70292191082573,0.524,0.428,2.2398819569442e-14,"4","RBM47"
"RFX3-DT1",9.39408627422105e-17,0.397775169633754,0.365,0.327,2.81822588226631e-13,"4","RFX3-DT"
"DYNLRB2-AS1",1.25344977285111e-16,2.51506469833335,0.299,0.216,3.76034931855332e-13,"4","DYNLRB2-AS1"
"PAGE12",2.68592951752423e-16,1.00687040602241,0.454,0.325,8.05778855257269e-13,"4","PAGE1"
"HES6",3.95011327912681e-16,0.628992670092924,0.3,0.361,1.18503398373804e-12,"4","HES6"
"ENSG00000243176",1.92388401853355e-15,2.2677493798009,0.238,0.279,5.77165205560066e-12,"4","ENSG00000243176"
"NUBPL1",5.94377397229801e-15,1.34462611075878,0.523,0.422,1.7831321916894e-11,"4","NUBPL"
"SLC12A81",1.43045730615969e-14,0.459589161733922,0.478,0.411,4.29137191847908e-11,"4","SLC12A8"
"DGKD",2.62874003056799e-14,4.13746481747822,0.402,0.366,7.88622009170396e-11,"4","DGKD"
"STXBP41",4.7355612820899e-14,0.564929060966224,0.323,0.314,1.42066838462697e-10,"4","STXBP4"
"STK332",6.76678807904772e-14,0.719900345572093,0.507,0.41,2.03003642371432e-10,"4","STK33"
"CDK141",9.57105818305513e-14,1.19736474448258,0.347,0.421,2.87131745491654e-10,"4","CDK14"
"SOBP1",1.0899104035919e-13,0.790121666749201,0.301,0.296,3.26973121077569e-10,"4","SOBP"
"HNRNPDL",1.20226177198427e-13,1.34442602348399,0.498,0.413,3.60678531595281e-10,"4","HNRNPDL"
"KANSL1L2",2.30207357408733e-13,0.757658856491346,0.196,0.286,6.906220722262e-10,"4","KANSL1L"
"PRKCE1",2.50203059317724e-13,0.546669707908861,0.427,0.386,7.50609177953171e-10,"4","PRKCE"
"PGR3",2.71512577039562e-13,0.393369136480235,0.26,0.206,8.14537731118686e-10,"4","PGR"
"ENSG000002540242",3.0172474427045e-13,0.691301240704592,0.396,0.356,9.0517423281135e-10,"4","ENSG00000254024"
